01:26.3,1029.4,0,0,6.48,19.15
03:26.9,1029.4,0,0,6.49,19.18
05:27.4,1029.4,0,0,6.7,19.21
07:27.9,1029.4,0,0,6.71,19.25
09:28.5,1029.3,0,0,6.72,19.28
11:29.0,1029.3,0,0,6.73,19.31
13:29.6,1029.3,0,0,6.74,19.34
15:30.1,1029.3,0,0,6.75,19.38
17:30.7,1029.3,0,0,6.77,19.41
19:31.2,1029.3,0,0,6.78,19.44
21:31.7,1029.2,0,0,6.79,19.48
23:32.1,1029.2,0,0,6.81,19.51
25:32.6,1029.2,0,0,6.82,19.54
27:33.1,1029.2,0,0,6.84,19.58
29:33.6,1029.2,0,0,6.85,19.61
31:34.0,0,0,0,0,0
33:19.0,1029.2,0,0,6.88,19.67
35:19.9,1029.1,0,0,6.9,19.71
37:20.4,1029.1,0,0,6.91,19.74
39:20.9,1029.1,0,0,6.93,19.77
41:21.4,1029.1,0,0,6.93,19.81
43:21.9,1029.1,0,0,6.94,19.84
45:22.8,1029,0,0,6.96,19.88
47:23.4,1029,0,0,6.98,19.91
49:23.8,1029,0,0,7,19.94
51:24.3,1029,0,0,7.01,19.98
53:24.9,1029,0,0,7.03,20.01
55:25.6,1028.9,0,0,7.05,20.05
57:26.1,1028.9,0,0,7.07,20.08
59:26.6,1028.9,0,0,7.09,20.12
01:27.0,1028.9,0,0,7.11,20.15
03:27.6,1028.8,0,0,7.13,20.19
05:28.5,1028.8,0,0,7.14,20.22
07:29.0,1028.8,0,0,7.16,20.26
09:29.5,1028.8,0,0,7.18,20.29
11:29.9,1028.7,0,0,7.21,20.33
13:30.4,1028.7,0,0,7.23,20.37
15:31.1,1028.7,0,0,7.25,20.41
17:31.7,1028.7,0,0,7.27,20.44
19:32.9,1028.6,0,0,7.29,20.48
21:33.4,1028.6,0,0,7.31,20.52
23:33.9,1028.6,0,0,7.34,20.55
25:34.5,1028.5,0,0,7.36,20.59
27:35.1,1028.5,0,0,7.38,20.63
29:35.6,1028.5,0,0,7.41,20.67
06/01/2020 01:31,1028.4,0,0,7.43,20.71
33:36.5,1028.4,0,0,7.45,20.74
35:37.1,1028.4,0,0,7.47,20.78
37:37.6,1028.3,0,0,7.5,20.82
39:38.1,1028.3,0,0,7.52,20.85
41:38.6,1028.3,0,0,7.6,20.89
43:39.1,1028.2,0,0,7.62,20.93
45:39.6,1028.2,0,0,7.64,20.96
47:40.1,1028.2,0,0,7.66,21
49:40.5,1028.2,0,0,7.69,21.03
51:41.0,1028.1,0,0,7.71,21.06
53:41.6,1028.1,0,0,7.73,21.1
55:42.1,1028.1,0,0,7.75,21.13
57:42.5,1028,0,0,7.78,21.16
06/01/2020 01:59,1028,0,0,7.8,21.2
01:43.5,1028,0,0,7.82,21.23
03:44.0,1027.9,0,0,7.84,21.26
05:44.5,1027.9,0,0,7.86,21.29
07:45.9,1027.9,0,0,7.88,21.32
09:46.3,1027.8,0,0,7.91,21.35
11:46.8,1027.8,0,0,7.93,21.38
13:47.3,1027.8,0,0,7.95,21.41
15:47.8,1027.8,0,0,7.97,21.44
17:48.3,1027.7,0,0,7.99,21.47
19:48.9,1027.7,0,0,8.01,21.5
21:49.4,1027.7,0,0,8.04,21.53
23:49.8,1027.6,0,0,8.06,21.56
25:50.3,1027.6,0,0,8.08,21.59
27:50.8,1027.6,0,0,8.1,21.62
29:51.3,1027.5,0,0,8.12,21.64
31:51.8,1027.5,0,0,8.14,21.67
33:52.3,1027.5,0,0,8.16,21.7
35:52.8,1027.4,0,0,8.19,21.72
37:53.4,1027.4,0,0,8.21,21.75
39:53.9,1027.4,0,0,8.23,21.78
41:54.6,1027.3,0,0,8.2,21.8
43:55.0,1027.3,0,0,8.23,21.82
45:55.6,1027.3,0,0,8.25,21.85
47:56.1,1027.3,0,0,8.27,21.87
49:56.6,1027.2,0,0,8.29,21.89
51:57.0,1027.2,0,0,8.31,21.92
53:57.5,1027.2,0,0,8.33,21.94
55:58.0,1027.1,0,0,8.35,21.96
57:58.4,1027.1,0,0,8.37,21.98
59:58.9,1027.1,0,0,8.39,22
01:59.4,1027.1,0,0,8.41,22.02
03:59.9,1027,0,0,8.43,22.03
06:00.4,1027,0,0,8.45,22.05
08:01.7,1027,0,0,8.47,22.07
10:02.2,1027,0,0,8.49,22.08
12:02.7,1026.9,0,0,8.51,22.1
14:03.2,1026.9,0,0,8.53,22.11
16:03.7,1026.9,0,0,8.55,22.13
18:04.2,1026.9,0,0,8.57,22.14
20:04.7,1026.8,0,0,8.59,22.15
22:05.2,1026.8,0,0,8.61,22.17
24:05.6,1026.8,0,0,8.63,22.18
26:06.2,1026.8,0,0,8.65,22.19
28:06.7,1026.8,0,0,8.67,22.2
30:07.2,1026.7,0,0,8.69,22.21
32:07.6,1026.7,0,0,8.71,22.22
34:08.1,1026.7,0,0,8.73,22.23
36:08.6,1026.7,0,0,8.75,22.24
38:09.1,1026.7,0,0,8.77,22.25
40:09.6,1026.6,0,0,8.79,22.26
42:10.1,1026.6,0,0,8.96,22.27
44:10.7,1026.6,0,0,8.98,22.27
46:11.2,1026.6,0,0,9,22.28
48:11.7,1026.6,0,0,9.02,22.29
50:12.1,1026.5,0,0,9.04,22.3
52:12.6,1026.5,0,0,9.05,22.31
54:13.1,1026.5,0,0,9.07,22.31
56:13.6,1026.5,0,0,9.09,22.32
58:14.1,1026.5,0,0,9.11,22.33
00:14.6,1026.4,0,0,9.13,22.33
02:15.1,1026.4,0,0,9.15,22.34
04:15.6,1026.4,0,0,9.17,22.35
06:16.1,1026.4,0,0,9.19,22.35
08:16.6,1026.4,0,0,9.21,22.36
10:17.1,1026.4,0,0,9.23,22.36
12:17.6,1026.3,0,0,9.25,22.36
14:18.1,1026.3,0,0,9.27,22.36
16:18.7,1026.3,0,0,9.29,22.37
18:19.2,1026.3,0,0,9.31,22.37
20:19.8,1026.3,0,0,9.33,22.37
22:20.3,1026.3,0,0,9.35,22.37
24:20.8,1026.3,0,0,9.37,22.37
26:21.3,1026.2,0,0,9.39,22.37
28:21.8,1026.2,0,0,9.41,22.37
30:22.2,1026.2,0,0,9.43,22.37
32:22.8,1026.2,0,0,9.45,22.37
34:23.3,1026.2,0,0,9.47,22.38
36:23.8,1026.2,0,0,9.49,22.38
38:24.3,1026.2,0,0,9.51,22.38
40:24.8,1026.1,0,0,9.44,22.47
42:25.3,1026.1,0,0,9.46,22.47
44:25.8,1026.1,0,0,9.48,22.48
46:26.3,1026.1,0,0,9.5,22.48
48:26.7,1026.1,0,0,9.52,22.48
50:27.2,1026.1,0,0,9.54,22.48
52:27.7,1026.1,0,0,9.55,22.49
54:28.3,1026,0,0,9.57,22.49
56:28.8,1026,0,0,9.59,22.5
58:29.2,1026,0,0,9.61,22.5
00:29.6,1026,0,0,9.63,22.51
02:30.1,1026,0,0,9.65,22.52
04:30.6,1025.9,0,0,9.66,22.53
06:31.1,1025.9,0,0,9.68,22.53
08:31.6,1025.9,0,0,9.7,22.54
10:32.1,1025.9,0,0,9.72,22.55
12:32.7,1025.8,0,0,9.74,22.56
14:33.1,1025.8,0,0,9.75,22.56
16:33.6,1025.8,0,0,9.77,22.57
18:34.1,1025.8,0,0,9.79,22.58
20:34.6,1025.7,0,0,9.8,22.59
22:35.2,1025.7,0,0,9.82,22.6
24:35.7,1025.7,0,0,9.84,22.61
26:36.1,1025.7,0,0,9.86,22.62
28:36.7,1025.6,0,0,9.87,22.63
30:37.6,1025.6,0,0,9.89,22.64
32:38.1,1025.6,0,0,9.91,22.65
34:38.7,1025.6,0,0,9.92,22.66
36:39.2,1025.5,0,0,9.94,22.67
38:40.0,1025.5,0,0,9.95,22.68
40:40.5,1025.5,0,0,9.97,22.7
42:41.0,1025.4,0,0,9.98,22.71
44:41.5,1025.4,0,0,10,22.73
46:42.0,1025.1,0,0,9.99,23.02
48:42.6,1025.1,0,0,10.01,23.05
50:43.1,1025.1,0,0,10.02,23.08
52:43.6,1025,0,0,10.04,23.11
54:44.1,1025,0,0,10.05,23.13
56:44.5,1025,0,0,10.07,23.16
06/01/2020 05:58,1024.9,0,0,10.08,23.18
00:45.5,1024.9,0,0,10.09,23.2
02:46.0,1024.9,0,0,10.11,23.22
04:46.6,1024.9,0,0,10.12,23.24
06:47.1,1024.5,0,0,9.71,23.31
08:47.6,1024.5,0,0,9.74,23.35
10:48.1,1024.5,0,0,9.76,23.39
12:48.7,1024.5,0,0,9.78,23.43
14:49.1,1024.5,0,0,9.81,23.47
16:49.7,1024.5,0,0,9.84,23.51
18:50.2,1024.4,0,0,9.87,23.56
20:50.7,1024.4,0,0,9.9,23.61
22:51.2,1024.4,0,0,9.93,23.66
24:51.7,1024.4,0,0,9.96,23.71
26:52.2,1024.4,0,0,9.99,23.76
28:52.9,1024.4,0,0,10.02,23.81
30:53.4,1024.4,0,0,10.06,23.86
32:53.9,1024.4,0,0,10.09,23.91
34:54.4,1024.4,0,0,10.12,23.97
36:55.6,1024.2,0,0,9.96,24.03
38:56.1,1024.2,0,0,9.98,24.08
40:56.6,1024.1,0,0,10,24.14
42:57.1,1024.1,0,0,10,24.23
44:57.6,1024.1,0,0,10.02,24.29
46:58.0,1024.1,0,0,10.04,24.35
48:58.6,1024.1,0,0,10.06,24.41
50:59.0,1024,0,0,10.08,24.46
52:59.5,1024,0,0,10.1,24.52
55:00.0,1024,0,0,10.12,24.58
57:00.5,1024,0,0,10.14,24.64
06/01/2020 06:59,1023.9,0,0,10.16,24.7
01:01.5,1023.9,0,0,10.18,24.76
03:02.0,1023.9,0,0,10.2,24.82
05:02.4,1023.9,0,0,10.22,24.88
07:02.9,1023.9,0,0,10.24,24.95
09:03.4,1023.8,0,0,10.26,25.01
11:03.9,1023.8,0,0,10.29,25.08
13:04.4,1023.8,0,0,10.31,25.15
15:04.9,1023.8,0,0,10.33,25.22
17:05.4,1023.8,0,0,10.35,25.29
19:05.9,1023.7,0,0,10.37,25.36
21:06.4,1023.7,0,0,10.4,25.43
23:07.0,1023.7,0,0,10.42,25.5
25:07.5,1023.7,0,0,10.44,25.57
27:08.0,1023.7,0,0,10.46,25.65
29:08.5,1023.6,0,0,10.49,25.72
31:09.1,1023.6,0,0,10.51,25.79
33:09.5,1023.6,0,0,10.53,25.86
35:10.1,1023.6,0,0,10.55,25.94
37:10.6,1023.6,0,0,10.58,26.01
39:11.1,1023.6,0,0,10.6,26.08
41:11.5,1023.5,0,0,10.73,26.1
43:12.0,1023.5,0,0,10.75,26.17
45:12.5,1023.5,0,0,10.78,26.24
47:13.6,1023.5,0,0,10.8,26.3
49:14.0,1023.5,0,0,10.82,26.37
51:14.5,1023.4,0,0,10.84,26.44
53:15.0,1023.4,0,0,10.86,26.5
55:15.6,1023.4,0,0,10.89,26.56
57:16.1,1023.4,0,0,10.91,26.62
59:16.6,1023.3,0,0,10.93,26.68
01:17.1,1023.3,0,0,10.95,26.74
03:17.6,1023.3,0,0,10.97,26.79
05:18.2,1023.3,0,0,10.99,26.85
07:18.7,1023.3,0,0,11.01,26.91
09:19.2,1023.2,0,0,11.04,26.96
11:19.7,1023.2,0,0,11.06,27.02
13:20.2,1023.2,0,0,11.08,27.07
15:22.6,1023.2,0,0,11.1,27.12
17:23.1,1023.1,0,0,11.12,27.18
19:23.6,1023.1,0,0,11.14,27.23
21:24.1,1023.1,0,0,11.17,27.28
23:24.5,1023.1,0,0,11.19,27.33
25:25.0,1023,0,0,11.21,27.38
27:25.5,1023,0,0,11.23,27.43
29:26.1,1023,0,0,11.25,27.48
31:26.6,1023,0,0,11.27,27.53
33:27.1,1022.9,0,0,11.29,27.57
35:27.5,1022.9,0,0,11.31,27.62
37:28.0,1022.9,0,0,11.34,27.66
39:28.5,1022.9,0,0,11.36,27.71
41:29.1,1022.8,0,0,11.36,27.77
43:29.6,1022.8,0,0,11.38,27.8
45:30.3,1022.8,0,0,11.4,27.84
47:30.8,1022.8,0,0,11.42,27.88
49:31.3,1022.7,0,0,11.44,27.91
51:31.8,1022.7,0,0,11.46,27.95
53:32.3,1022.7,0,0,11.48,27.98
55:32.8,1022.7,0,0,11.5,28.01
57:33.3,1022.6,0,0,11.53,28.04
59:33.8,1022.6,0,0,11.55,28.06
01:34.3,1022.6,0,0,11.57,28.08
03:34.7,1022.6,0,0,11.59,28.11
05:35.2,1022.5,0,0,11.61,28.13
07:35.6,1022.5,0,0,11.63,28.14
09:36.1,1022.5,0,0,11.65,28.16
11:36.6,1022.5,0,0,11.67,28.17
13:37.1,1022.4,0,0,11.69,28.19
15:37.7,1022.4,0,0,11.71,28.2
17:38.2,1022.4,0,0,11.73,28.21
19:38.6,1022.4,0,0,11.75,28.22
21:39.0,1022.3,0,0,11.77,28.22
23:39.5,1022.3,0,0,11.79,28.23
25:40.0,1022.3,0,0,11.81,28.23
27:40.6,1022.3,0,0,11.83,28.24
29:41.2,1022.2,0,0,11.85,28.24
31:41.6,1022.2,0,0,11.87,28.24
33:42.0,1022.2,0,0,11.89,28.24
35:42.5,1022.2,0,0,11.91,28.24
37:43.1,1022.1,0,0,11.93,28.23
39:43.5,1022.1,0,0,11.95,28.23
41:44.0,1022.1,0,0,11.97,28.23
43:44.5,1022.1,0,0,11.8,28.22
45:45.0,1022,0,0,11.82,28.22
47:45.5,1022,0,0,11.84,28.21
49:46.0,1022,0,0,11.86,28.21
