02/01/2020 00:00,1026.4,0,0,4.04,4.88
02/01/2020 00:02,1026.4,0,0,4.05,4.87
02/01/2020 00:04,1026.4,0,0,4.06,4.85
02/01/2020 00:06,1026.3,0,0,4.06,4.83
02/01/2020 00:08,1026.3,0,0,4.07,4.82
02/01/2020 00:10,1026.3,0,0,4.08,4.8
02/01/2020 00:12,1026.3,0,0,4.08,4.78
02/01/2020 00:14,1026.3,0,0,4.09,4.76
02/01/2020 00:16,1026.2,0,0,4.09,4.75
02/01/2020 00:18,1026.2,0,0,4.1,4.73
02/01/2020 00:20,1026.2,0,0,4.1,4.72
02/01/2020 00:22,1026.2,0,0,4.1,4.7
02/01/2020 00:24,1026.2,0,0,4.11,4.68
02/01/2020 00:26,1026.1,0,0,4.11,4.67
02/01/2020 00:28,1026.1,0,0,4.11,4.65
02/01/2020 00:30,1026.1,0,0,4.12,4.64
02/01/2020 00:32,1026.1,0,0,4.12,4.62
02/01/2020 00:34,1026.1,0,0,4.12,4.61
02/01/2020 00:36,1026,0,0,4.12,4.59
02/01/2020 00:38,1026,0,0,4.13,4.58
02/01/2020 00:40,1026,0,0,4.13,4.56
02/01/2020 00:42,1026,0,0,4.13,4.55
02/01/2020 00:44,1026,0,0,4.14,4.54
02/01/2020 00:46,1026,0,0,4.14,4.52
02/01/2020 00:48,1025.9,0,0,4.14,4.51
02/01/2020 00:50,1025.9,0,0,4.14,4.5
02/01/2020 00:52,1025.9,0,0,4.14,4.49
02/01/2020 00:54,1025.9,0,0,4.14,4.48
02/01/2020 00:56,1025.9,0,0,4.14,4.47
02/01/2020 00:58,1025.8,0,0,4.14,4.45
02/01/2020 01:00,1025.8,0,0,4.15,4.44
02/01/2020 01:02,1025.8,0,0,4.15,4.43
02/01/2020 01:04,1025.8,0,0,4.15,4.42
02/01/2020 01:06,1025.8,0,0,4.15,4.41
02/01/2020 01:08,1025.7,0,0,4.14,4.4
02/01/2020 01:10,1025.7,0,0,4.14,4.39
02/01/2020 01:12,1025.7,0,0,4.14,4.38
02/01/2020 01:14,1025.7,0,0,4.14,4.37
02/01/2020 01:16,1025.7,0,0,4.14,4.36
02/01/2020 01:19,1025.6,0,0,4.14,4.35
02/01/2020 01:21,1025.6,0,0,4.13,4.34
02/01/2020 01:23,1025.6,0,0,4.13,4.33
02/01/2020 01:25,1025.6,0,0,4.13,4.32
02/01/2020 01:27,1025.6,0,0,4.13,4.31
02/01/2020 01:29,1025.5,0,0,4.12,4.3
02/01/2020 01:31,1025.5,0,0,4.12,4.29
02/01/2020 01:33,1025.5,0,0,4.12,4.29
02/01/2020 01:35,1025.5,0,0,4.12,4.28
02/01/2020 01:37,1025.5,0,0,4.11,4.28
02/01/2020 01:39,1025.4,0,0,4.11,4.27
02/01/2020 01:41,1025.4,0,0,4.15,4.27
02/01/2020 01:43,1025.4,0,0,4.15,4.26
02/01/2020 01:45,1025.4,0,0,4.15,4.26
02/01/2020 01:47,1025.4,0,0,4.15,4.26
02/01/2020 01:49,1025.3,0,0,4.14,4.26
02/01/2020 01:51,1025.3,0,0,4.14,4.26
02/01/2020 01:53,1025.3,0,0,4.14,4.27
02/01/2020 01:55,1025.3,0,0,4.14,4.27
02/01/2020 01:57,1025.3,0,0,4.14,4.28
02/01/2020 01:59,1025.2,0,0,4.14,4.28
02/01/2020 02:01,1025.2,0,0,4.14,4.29
02/01/2020 02:03,1025.2,0,0,4.14,4.3
02/01/2020 02:05,1025.2,0,0,4.14,4.3
02/01/2020 02:07,1025.2,0,0,4.14,4.31
02/01/2020 02:09,1025.1,0,0,4.14,4.31
02/01/2020 02:11,1025.1,0,0,4.15,4.32
02/01/2020 02:13,1025.1,0,0,4.15,4.32
02/01/2020 02:15,1025.1,0,0,4.15,4.33
02/01/2020 02:17,1025.1,0,0,4.15,4.33
02/01/2020 02:19,1025,0,0,4.15,4.34
02/01/2020 02:21,1025,0,0,4.15,4.35
02/01/2020 02:23,1025,0,0,4.15,4.35
02/01/2020 02:25,1025,0,0,4.16,4.36
02/01/2020 02:27,1024.9,0,0,4.16,4.37
02/01/2020 02:29,1024.9,0,0,4.16,4.38
02/01/2020 02:31,1024.9,0,0,4.16,4.4
02/01/2020 02:33,1024.9,0,0,4.16,4.41
