01:38.3,1029,0,0,8.6,25.44
03:38.8,1029,0,0,8.62,25.49
05:39.2,1029,0,0,8.62,25.53
07:39.7,1029,0,0,8.64,25.57
09:40.2,1029,0,0,8.66,25.62
11:40.7,1029,0,0,8.68,25.66
13:41.1,1029,0,0,8.7,25.71
15:41.6,1029,0,0,8.72,25.75
17:42.1,1028.9,0,0,8.74,25.79
19:42.5,1028.9,0,0,8.75,25.83
21:43.0,1028.9,0,0,8.77,25.88
23:43.6,1028.9,0,0,8.79,25.92
25:44.0,1028.9,0,0,8.81,25.96
27:44.5,1028.9,0,0,8.83,26
29:45.0,1028.9,0,0,8.85,26.04
31:45.4,1028.9,0,0,8.87,26.08
33:45.9,1028.9,0,0,8.89,26.12
35:46.4,1028.9,0,0,8.91,26.16
37:46.9,1028.9,0,0,8.93,26.2
39:47.4,1028.9,0,0,8.95,26.24
41:47.9,1028.8,0,0,8.98,26.28
43:48.4,1028.8,0,0,9,26.32
45:48.9,1028.8,0,0,9.02,26.36
47:49.5,1028.8,0,0,9.04,26.39
49:50.0,1028.8,0,0,9.06,26.43
51:50.5,1028.8,0,0,9.08,26.47
53:51.0,1028.8,0,0,9.1,26.51
55:51.6,1028.8,0,0,9.12,26.54
57:52.1,1028.7,0,0,9.14,26.58
59:52.6,1028.7,0,0,9.16,26.62
01:53.2,1028.7,0,0,9.18,26.65
03:53.6,1028.7,0,0,9.2,26.69
05:54.1,1028.7,0,0,9.22,26.72
07:54.7,1028.6,0,0,9.24,26.76
09:55.2,1028.6,0,0,9.26,26.79
11:55.8,1028.6,0,0,9.28,26.83
13:56.5,1028.6,0,0,9.3,26.86
15:56.9,1028.6,0,0,9.32,26.9
17:57.4,1028.5,0,0,9.34,26.93
19:58.0,1028.5,0,0,9.36,26.96
21:58.5,1028.5,0,0,9.38,27
23:59.0,1028.5,0,0,9.4,27.03
25:59.5,1028.4,0,0,9.42,27.06
28:00.0,1028.4,0,0,9.44,27.09
30:00.5,1028.4,0,0,9.46,27.13
32:01.1,1028.4,0,0,9.48,27.16
34:01.7,1028.3,0,0,9.5,27.19
36:02.2,1028.3,0,0,9.52,27.22
38:02.7,1028.3,0,0,9.54,27.25
40:03.1,1028.3,0,0,9.56,27.28
42:03.6,1028.2,0,0,9.54,27.31
44:04.1,1028.2,0,0,9.56,27.34
46:04.6,1028.2,0,0,9.59,27.37
48:05.1,1028.2,0,0,9.61,27.4
50:05.5,1028.1,0,0,9.63,27.43
52:06.0,1028.1,0,0,9.65,27.46
54:06.5,1028.1,0,0,9.67,27.48
56:07.0,1028.1,0,0,9.69,27.51
58:07.6,1028.1,0,0,9.71,27.54
00:08.1,1028,0,0,9.73,27.57
02:08.5,1028,0,0,9.75,27.6
04:09.1,1028,0,0,9.77,27.62
06:09.6,1028,0,0,9.79,27.65
08:10.1,1027.9,0,0,9.81,27.68
10:10.6,1027.9,0,0,9.83,27.7
12:11.1,1027.9,0,0,9.85,27.73
14:11.7,1027.9,0,0,9.87,27.76
16:12.2,1027.9,0,0,9.89,27.78
18:12.6,1027.8,0,0,9.91,27.81
20:13.1,1027.8,0,0,9.93,27.83
22:13.6,1027.8,0,0,9.95,27.86
24:14.1,1027.8,0,0,9.97,27.89
26:14.7,1027.8,0,0,9.99,27.91
28:15.2,1027.7,0,0,10.01,27.93
30:15.8,1027.7,0,0,10.03,27.96
32:16.4,1027.7,0,0,10.05,27.98
34:16.9,1027.7,0,0,10.07,28.01
