2020-01-10 00:01:00.700000,0,0,0,0,0
2020-01-10 00:05:07.663000,0,0,0,0,0
2020-01-10 00:09:14.646000,0,0,0,0,0
2020-01-10 00:13:20.695000,0,0,0,0,0
2020-01-10 00:17:27.760000,0,0,0,0,0
2020-01-10 00:21:33.813000,0,0,0,0,0
2020-01-10 00:25:39.856000,1012.8,0.16,0.82,7.77,19.85
2020-01-10 00:29:19.475000,1012.6,0.24,0.67,7.85,19.88
2020-01-10 00:31:20.025000,1012.4,0.24,0.81,7.92,19.91
2020-01-10 00:33:20.524000,1012.2,0.21,0.78,8,19.95
2020-01-10 00:35:21.075000,1012.1,0.12,0.36,8.07,19.98
2020-01-10 00:37:21.639000,1011.9,0.19,0.46,8.15,20.01
2020-01-10 00:39:22.312000,1011.7,0.09,0.15,8.22,20.05
2020-01-10 00:41:22.955000,1011.5,0.11,0.24,8.23,19.68
2020-01-10 00:43:23.505000,1011.4,0,0,8.3,19.72
2020-01-10 00:45:24.059000,1011.2,0.1,0.02,8.38,19.76
2020-01-10 00:47:25.149000,1011.1,0.11,0.05,8.45,19.8
2020-01-10 00:49:25.734000,1011,0,0,8.52,19.84
2020-01-10 00:51:26.294000,1010.8,0,0,8.58,19.88
2020-01-10 00:53:26.935000,1010.7,0,0,8.65,19.92
2020-01-10 00:55:27.447000,1010.6,0,0,8.71,19.96
2020-01-10 00:57:28.034000,1010.6,0.08,0.01,8.76,20.01
2020-01-10 00:59:28.650000,1010.5,0,0,8.82,20.05
2020-01-10 01:01:29.222000,1010.5,0,0,8.87,20.09
2020-01-10 01:03:29.772000,1010.4,0,0,8.92,20.13
2020-01-10 01:05:30.347000,1010.4,0,0,8.97,20.17
2020-01-10 01:07:30.920000,1010.4,0,0,9.01,20.22
2020-01-10 01:09:31.479000,1010.4,0,0,9.06,20.27
2020-01-10 01:11:31.966000,1010.4,0,0,9.1,20.32
2020-01-10 01:13:32.562000,1010.4,0,0,9.15,20.37
2020-01-10 01:15:33.609000,1010.5,0,0,9.19,20.42
2020-01-10 01:17:34.184000,1010.5,0,0,9.24,20.48
2020-01-10 01:19:34.773000,1010.6,0.06,0.01,9.28,20.53
2020-01-10 01:21:35.347000,1010.6,0,0,9.32,20.59
2020-01-10 01:23:35.914000,1010.7,0.06,0.01,9.36,20.64
2020-01-10 01:25:36.503000,1010.7,0,0,9.4,20.7
2020-01-10 01:27:37.058000,1010.8,0,0,9.44,20.76
2020-01-10 01:29:37.590000,1010.9,0,0,9.48,20.81
2020-01-10 01:31:38.070000,1010.9,0,0,9.52,20.87
2020-01-10 01:33:38.603000,1011,0,0,9.56,20.93
2020-01-10 01:35:39.043000,1011.1,0,0,9.59,20.99
2020-01-10 01:37:39.555000,1011.2,0,0,9.63,21.04
