00:27.2,1018.4,0,0,11.9,30.94
02:27.7,1018.4,0,0,11.89,30.93
04:28.3,1018.4,0,0,11.87,30.91
06:28.9,1018.4,0,0,11.85,30.89
08:29.3,1018.4,0,0,11.84,30.88
10:29.8,1018.4,0,0,11.82,30.86
12:30.3,1018.4,0,0,11.8,30.84
14:30.8,1018.4,0,0,11.79,30.83
16:31.4,1018.4,0,0,11.77,30.81
18:31.9,1018.4,0,0,11.76,30.8
20:32.4,1018.4,0,0,11.74,30.78
22:32.8,1018.4,0,0,11.72,30.77
24:33.4,1018.4,0,0,11.71,30.75
26:33.9,1018.4,0,0,11.69,30.73
28:34.4,1018.4,0,0,11.68,30.72
30:34.8,1018.4,0,0,11.66,30.7
32:35.3,1018.4,0,0,11.65,30.69
34:35.8,1018.4,0,0,11.63,30.67
36:36.2,1018.6,0,0,11.77,30.85
38:36.7,1018.6,0,0,11.76,30.83
40:37.1,1018.6,0,0,11.68,30.81
42:37.6,1018.6,0,0,11.66,30.8
44:38.0,1018.6,0,0,11.65,30.78
46:38.4,1018.6,0,0,11.64,30.76
48:39.0,1018.6,0,0,11.62,30.75
50:39.4,1018.6,0,0,11.61,30.73
52:39.9,1018.6,0,0,11.6,30.71
54:40.3,1018.6,0,0,11.59,30.7
56:40.8,1018.6,0,0,11.57,30.68
58:41.2,1018.6,0,0,11.56,30.66
00:41.7,1018.6,0,0,11.55,30.65
02:42.2,1018.7,0,0,11.53,30.63
04:42.6,1018.7,0,0,11.52,30.61
06:43.0,1018.7,0,0,11.51,30.6
08:43.5,1018.7,0,0,11.5,30.59
10:43.9,1018.7,0,0,11.49,30.57
12:44.4,1018.7,0,0,11.48,30.56
14:44.9,1018.8,0,0,11.47,30.55
16:45.4,1018.8,0,0,11.46,30.53
18:46.4,1018.8,0,0,11.45,30.52
20:46.8,1018.8,0,0,11.44,30.51
22:47.4,1018.8,0,0,11.43,30.5
24:47.9,1018.9,0,0,11.42,30.49
26:48.4,1018.9,0,0,11.41,30.47
28:48.8,1018.9,0,0,11.4,30.46
30:49.2,1018.9,0,0,11.39,30.45
32:49.7,1019,0,0,11.38,30.44
34:50.2,1019,0,0,11.37,30.43
36:50.8,1019,0,0,11.36,30.41
38:51.3,1019,0,0,11.35,30.4
40:51.7,1019,0,0,11.36,30.28
42:52.3,1019.1,0,0,11.35,30.27
44:52.7,1019.1,0,0,11.34,30.25
46:53.2,1019.1,0,0,11.33,30.24
48:53.7,1019.1,0,0,11.31,30.22
50:54.2,1019.1,0,0,11.3,30.21
52:54.7,1019.2,0,0,11.29,30.19
54:55.2,1019.2,0,0,11.28,30.17
56:55.7,1019.2,0,0,11.27,30.15
58:56.2,1019.2,0,0,11.25,30.13
00:56.7,1019.2,0,0,11.24,30.11
02:57.3,1019.2,0,0,11.22,30.09
04:57.8,1019.2,0,0,11.21,30.07
06:58.3,1019.3,0,0,11.2,30.05
08:58.8,1019.3,0,0,11.18,30.03
10:59.3,1019.3,0,0,11.17,30.01
12:59.8,1019.3,0,0,11.15,29.98
15:00.2,1019.3,0,0,11.14,29.96
17:00.7,1019.3,0,0,11.12,29.94
19:02.4,1019.3,0,0,11.11,29.91
21:02.9,1019.3,0,0,11.09,29.89
23:03.4,1019.3,0,0,11.07,29.87
25:03.8,1019.3,0,0,11.06,29.84
27:04.3,1019.3,0,0,11.04,29.82
29:04.8,1019.3,0,0,11.03,29.79
31:05.3,1019.3,0,0,11.01,29.76
33:05.8,1019.3,0,0,10.99,29.74
